id,title,Rating,maincateg,platform,price1,actprice1,Offer %,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1,kfold
15765,Women Gold Wedges Sandal,3.7,,Flipkart,499,999,50.05%,,,312.0,,,46,105,0,1
10911,Slippers,3.8,Men,Flipkart,399,900,55.67%,153.0,26.0,72.0,28.0,23.0,18,12,1,4
19230,CR2-GREY Walking Shoes For Men  (Grey),3.8,Men,Flipkart,275,999,72.47%,424.0,55.0,206.0,64.0,68.0,34,52,0,3
12589,Men Brown Flats Sandal,3.9,Men,Flipkart,499,999,50.05%,,,,,,6,14,1,2
6018,Men Olive Sports Sandal,4.2,Men,Flipkart,1048,3495,70.01%,1444.0,156.0,805.0,370.0,144.0,48,77,1,3
675,CRYSTA Running Shoes For Men  (Black),4.2,Men,Flipkart,881,1111,20.02%,19772.0,3000.0,7212.0,4549.0,2872.0,794,2775,1,3
781,Aubree - Tan Bellies For Women  (Tan),5.0,Women,Flipkart,578,1719,63.92%,4.0,2.0,4.0,4.0,1.0,3,3,1,4
5442,Women Pink Bellies Sandal,4.2,Women,Flipkart,379,999,62.06%,1201.0,180.0,648.0,318.0,126.0,55,54,1,4
8101,Womens Ethnic Sky Blue Fabric Boots Casuals For Women  (Blue),4.0,Women,Flipkart,284,499,43.09%,93.0,11.0,51.0,19.0,6.0,8,9,0,0
17078,Perfect Stylish Girls Casual Sneakers For Women  (White),3.3,Women,Flipkart,391,999,60.86%,6.0,0.0,3.0,0.0,1.0,0,2,0,1
18991,Women Red Heels Sandal,3.9,Women,Flipkart,999,2095,52.32%,361.0,68.0,166.0,95.0,38.0,14,48,0,4
9565,RUNNING SHOES FOR MAN Running Shoes For Men  (Black),4.2,Men,Flipkart,398,999,60.16%,203.0,29.0,124.0,31.0,23.0,12,13,0,1
16688,NEW DUNE LACE Lace Up For Men  (Brown),4.2,Men,Flipkart,1396,1999,30.17%,153.0,21.0,81.0,40.0,15.0,10,7,1,4
7594,Sneakers For Women  (Black),3.6,,Flipkart,499,999,50.05%,,0.0,4.0,,1.0,0,2,0,0
13529,Women Black Wedges Sandal,4.0,Women,Flipkart,473,499,5.21%,474.0,95.0,253.0,102.0,55.0,13,49,1,4
19893,Designer Jaipuri Silk Mojari Ethnic Wear Jutti Rajasthani Bellies for Women and Girls Bellies For Women  (Multicolor),4.1,Women,Flipkart,349,999,65.07%,93.0,4.0,54.0,17.0,9.0,5,8,0,3
9571,"Latest Collection, Comfortable & Fashionable Bellies for Women's and Girl's Pack of 2 Bellies For Women  (Multicolor)",3.9,Women,Flipkart,399,999,60.06%,59.0,10.0,28.0,12.0,6.0,7,5,0,4
8496,Jutis For Men  (Black),3.8,Men,Flipkart,338,899,62.40%,366.0,36.0,183.0,66.0,42.0,24,51,0,1
2476,Running Shoes For Men  (Grey),4.1,Men,Flipkart,608,1499,59.44%,50.0,10.0,25.0,15.0,4.0,1,5,0,1
12057,Royal Look Party Wear Shoes For Men ll Casual Shoes For Men ll Latest Patent Leather Boots for Men Boots For Men  (Black),4.2,Men,Flipkart,799,1299,38.49%,2249.0,324.0,1466.0,343.0,158.0,100,182,1,4
5347,Women Multicolor Flats Sandal,4.2,Women,Flipkart,249,499,50.10%,70.0,11.0,40.0,17.0,6.0,1,6,0,0
7069,"Running Shoes For Women  (Navy, Pink)",4.0,Women,Flipkart,499,599,16.69%,19059.0,2519.0,8969.0,5389.0,2528.0,762,1411,1,2
16756,Bellies For Women  (Beige),3.9,Women,Flipkart,499,550,9.27%,1176.0,166.0,530.0,284.0,189.0,66,107,0,4
11337,Boots For Women  (Black),4.5,Women,Flipkart,499,999,50.05%,53.0,8.0,36.0,10.0,5.0,0,2,0,4
3651,Sneakers For Women  (White),4.2,Women,Flipkart,549,999,45.05%,195.0,32.0,116.0,25.0,31.0,7,12,1,4
13011,Ladies Khussa Shoes Phulkari Jutti Indian Ethnic Salwar Kameez Shoes Jutis For Women  (Multicolor),4.8,Women,Flipkart,1595,1895,15.83%,17.0,7.0,13.0,4.0,0.0,0,0,0,4
8175,Women Punjabi Jutti Jutis For Women  (Multicolor),3.5,Women,Flipkart,199,599,66.78%,17.0,0.0,7.0,3.0,2.0,2,3,1,4
11256,Women Black Bellies Sandal,4.4,Women,Flipkart,488,999,51.15%,100.0,21.0,59.0,25.0,7.0,1,4,0,1
13119,"Perfect Stylish,Trending High Ankle Boots For Women  (Pink)",4.2,Women,Flipkart,449,999,55.06%,6884.0,1175.0,4221.0,1274.0,624.0,282,483,0,3
13706,"349 New pilate bk red 8 Lace Up For Men  (Black, Red)",4.0,Men,Flipkart,245,499,50.90%,1408.0,165.0,839.0,167.0,139.0,87,176,1,4
14843,Women Grey Wedges Sandal,4.2,Women,Flipkart,474,999,52.55%,271.0,40.0,165.0,59.0,14.0,13,20,1,0
850,Women Grey Heels Sandal,4.3,Women,Flipkart,507,1140,50.05%,233.0,37.0,227.0,16.0,18.0,9,10,0,3
17156,New Fashionable And Comfortable Sneakers For Women And Girls Party Wear Party Wear For Women  (Pink),4.1,Women,Flipkart,499,999,50.05%,63.0,9.0,43.0,5.0,5.0,5,7,1,4
252,Boots For Women  (Beige),3.8,Women,Flipkart,379,447,16.03%,558.0,96.0,169.0,85.0,139.0,66,56,0,3
17416,ADISSAGE ESSENTIAL Flip Flops,4.3,Men,Flipkart,1374,2499,45.02%,241.0,25.0,156.0,43.0,17.0,3,22,1,4
16107,Jutis For Women  (White),4.1,Women,Flipkart,306,499,38.68%,343.0,48.0,191.0,59.0,48.0,13,32,1,0
1353,Mojaris For Men  (Tan),3.9,Men,Flipkart,559,1499,62.71%,4347.0,520.0,2098.0,860.0,580.0,296,513,1,0
4315,"Men Yellow, Black, Blue Casual Sandal",4.1,Men,Flipkart,569,699,18.60%,12689.0,1762.0,6843.0,3150.0,1328.0,469,899,1,1
8951,Women Off White Bellies Sandal,3.9,Women,Flipkart,599,999,40.04%,312.0,52.0,152.0,65.0,40.0,29,26,0,0
5770,"Women Black, Gold Wedges Sandal",3.7,Women,Flipkart,299,349,14.33%,152.0,17.0,59.0,33.0,32.0,5,23,0,0
9169,Slippers,4.3,Women,Flipkart,399,799,50.06%,194.0,35.0,121.0,46.0,11.0,7,11,0,0
20895,POPULAR Designer Leatherette Premium Black Party Wear Slip-On Formal Shoes Slip On For Men  (Black),4.0,Men,Flipkart,498,999,50.15%,89.0,16.0,50.0,13.0,12.0,3,11,0,0
17207,Women Silver Flats Sandal,3.9,Women,Flipkart,289,699,58.66%,125.0,15.0,62.0,27.0,16.0,6,14,1,0
3502,"punjabi jutti , nagra , nagra shoes , jutti , jalsa , mojari , rajasthani jutti Mojaris For Men  (Brown)",3.5,Men,Flipkart,245,499,50.90%,40.0,6.0,16.0,5.0,7.0,5,7,0,1
18728,Sneakers For Men  (White),4.0,Men,Flipkart,359,999,64.06%,2393.0,262.0,1320.0,414.0,253.0,142,264,1,0
9673,FUZOR B Running Shoes For Men  (Black),4.2,Men,Flipkart,1799,3799,52.65%,1281.0,192.0,711.0,345.0,113.0,38,74,1,0
18548,Jutis For Women  (White),3.9,Women,Flipkart,332,649,48.84%,10.0,3.0,4.0,3.0,2.0,0,1,0,1
20157,Running Shoes For Men  (Black),3.8,Men,Flipkart,369,999,63.06%,222.0,22.0,117.0,34.0,22.0,15,34,0,0
17829,STRIDE RUNNER Running Shoes For Men  (Grey),4.3,Men,Flipkart,1047,2099,50.12%,1681.0,225.0,981.0,436.0,132.0,51,81,1,4
16522,Women Multicolor Bellies Sandal,3.9,Women,Flipkart,384,999,61.56%,30.0,8.0,14.0,7.0,5.0,1,3,0,4
11818,Stylish Laser Punch Casual Belly Bellies For Women  (Grey),4.0,Women,Flipkart,388,499,22.24%,467.0,77.0,233.0,120.0,50.0,26,38,0,2
16516,WIKA_R023 Sneakers For Women  (Grey),3.8,Women,Flipkart,394,799,50.69%,829.0,134.0,375.0,186.0,116.0,63,89,1,2
12310,Women Silver Heels Sandal,4.0,Women,Flipkart,469,499,6.01%,127.0,29.0,61.0,28.0,21.0,5,12,0,2
15711,Women Black Heels Sandal,3.8,Women,Flipkart,499,999,50.05%,2033.0,307.0,943.0,444.0,279.0,132,235,0,4
8191,Slides,3.8,Men,Flipkart,270,999,72.97%,1474.0,180.0,731.0,261.0,155.0,95,232,1,2
15822,Men Multicolor Sandal,3.8,Men,Flipkart,299,498,39.96%,345.0,41.0,175.0,52.0,44.0,27,47,0,4
19392,Bellies For Women  (Blue),4.2,Women,Flipkart,275,499,44.89%,49.0,6.0,30.0,10.0,3.0,2,5,1,2
7164,"New Trendy Fashionable And Comfortable 2 Combo Shoe Party Wear Sneakers Women and Girls Running Shoes,Gym Shoes,Canvas Shoes,Training Shoes,Sports Shoes For Girls Sneakers For Women  (Black, White)",4.1,Women,Flipkart,649,998,34.97%,345.0,54.0,181.0,82.0,35.0,19,28,1,1
7809,Synthetic Leather Casual Partywear Boots Shoes For Men Outdoors For Men  (Tan),4.0,Men,Flipkart,498,999,50.15%,5441.0,677.0,3174.0,764.0,535.0,304,664,1,2
2365,"Men Red, Black Sports Sandal",4.1,Men,Flipkart,588,699,15.88%,3407.0,456.0,1819.0,824.0,394.0,129,241,1,3
8019,Men Blue Sandal,3.5,Men,Flipkart,318,799,60.20%,3613.0,468.0,1378.0,712.0,577.0,331,615,0,4
5330,Slip On For Men  (Brown),4.0,Men,Flipkart,449,999,55.06%,687.0,104.0,341.0,164.0,78.0,45,59,1,0
16334,Stylish and Comfortable Shoes For Man | Casual Office Wear Shoes for Man Lace Up For Men  (Tan),4.2,,Flipkart,410,999,58.96%,,56.0,,,,21,26,0,0
2551,TREAD REVOLUTION ADV LP Running Shoes For Men  (Grey),3.9,Men,Flipkart,1047,2299,54.46%,1851.0,215.0,891.0,439.0,220.0,95,206,1,3
13235,Men Brown Sports Sandal,3.9,Men,Flipkart,547,1399,60.90%,4304.0,675.0,1988.0,957.0,659.0,258,442,1,3
12646,"Women 86 Casuals For Women  (Red, White)",4.2,Women,Flipkart,469,549,14.57%,3152.0,518.0,1708.0,806.0,347.0,98,186,1,2
5681,Boots For Women  (Brown),3.9,Women,Flipkart,2579,4695,45.07%,58.0,10.0,33.0,6.0,8.0,1,10,0,0
9900,Women Copper Flats Sandal,4.1,Women,Flipkart,349,999,65.07%,187.0,27.0,103.0,42.0,22.0,5,15,1,0
16678,CRYSTA Running Shoes For Men  (Blue),4.2,Men,Flipkart,839,1049,20.02%,19772.0,3000.0,11192.0,4505.0,2003.0,756,1316,1,4
10240,Lace Up For Men  (Brown),3.9,Men,Flipkart,799,1499,46.70%,3566.0,539.0,1533.0,1025.0,547.0,174,287,1,2
14934,Slip On For Men  (Maroon),4.3,Men,Flipkart,1864,3299,43.50%,24.0,3.0,17.0,3.0,0.0,1,3,1,4
778,Women Black Heels Sandal,4.0,Women,Flipkart,468,970,50.05%,112.0,16.0,22.0,32.0,16.0,8,8,1,3
12935,Stylish Boots For Women  (Pink),4.0,Women,Flipkart,499,999,50.05%,54.0,8.0,31.0,9.0,4.0,4,7,0,1
9334,"Latest Collection, Comfortable & Fashionable Bellies for Women's and Girl's Bellies For Women  (Blue)",3.9,Women,Flipkart,249,499,50.10%,703.0,89.0,350.0,130.0,102.0,48,73,0,0
14232,DRAGON LADIES Running Shoes For Women  (Grey),4.1,Women,Flipkart,1499,1699,11.77%,366.0,34.0,196.0,83.0,36.0,18,33,1,3
5173,Men's Casual Half Jutti /Nagra/Jalsa For Men  (Black),4.0,Men,Flipkart,451,999,54.85%,181.0,20.0,89.0,47.0,15.0,8,22,0,2
9623,Slip On For Women  (Brown),3.7,Women,Flipkart,337,449,24.94%,142.0,23.0,58.0,28.0,23.0,12,19,1,3
15016,Women Tan Heels Sandal,3.8,Women,Flipkart,945,1890,50.00%,25.0,4.0,11.0,5.0,4.0,3,2,1,4
16887,Women Black Flats Sandal,4.1,Women,Flipkart,359,699,48.64%,274.0,25.0,153.0,49.0,34.0,15,23,1,0
7503,"Latest Collection, Comfortable & Fashionable Bellies for Women's and Girl's Pack of 2 Bellies For Women  (Multicolor)",3.3,Women,Flipkart,369,999,63.06%,7.0,0.0,3.0,0.0,2.0,0,2,0,0
20320,Thread Embroidery Work Jutti Jutis For Women  (Black),3.9,Women,Flipkart,236,499,52.71%,182.0,19.0,99.0,23.0,24.0,10,26,0,1
11117,"Women Pink, Black, White Flats Sandal",4.1,Women,Flipkart,257,1299,80.22%,551.0,90.0,308.0,123.0,55.0,22,43,0,4
4841,Ethics Men's Sports Shoes,3.3,Men,Amazon,349,549,36.43%,1.0,505.0,25.0,8.0,13.0,18,36,0,3
8560,"Canvas Shoes For Men  (White, Black)",3.7,Men,Flipkart,539,3999,86.52%,332.0,37.0,152.0,49.0,52.0,28,51,1,3
7174,"Men Brown, Beige Sandal",4.1,Men,Flipkart,664,875,24.11%,118035.0,16525.0,61722.0,30777.0,13063.0,4694,7779,0,3
175,Jutis For Men  (Black),3.7,Men,Flipkart,483,953,50.15%,15.0,1.0,6.0,3.0,2.0,1,5,0,4
12422,QUEEN Running Shoes For Women  (Black),4.3,Women,Flipkart,949,999,5.01%,118.0,19.0,60.0,41.0,12.0,4,1,1,4
18839,Shoes for Women Sneakers For Women  (Red),4.0,Women,Flipkart,315,499,36.87%,4147.0,688.0,2175.0,864.0,538.0,204,366,1,1
8336,Jutis For Men  (Brown),3.7,Men,Flipkart,719,1199,40.03%,11.0,2.0,4.0,4.0,1.0,0,2,0,2
19578,Men Hawaii Chappal (Blue) Flip Flops,3.8,Men,Flipkart,228,899,74.64%,382.0,45.0,181.0,70.0,46.0,26,59,1,0
11806,Women Ladies Gold Crystal Work Punjabi Jutti Ethnic Jutis For Women  (Gold),3.8,Women,Flipkart,1595,2195,27.33%,9.0,1.0,5.0,0.0,2.0,1,1,0,2
8152,Black Silk Sharwani Jutti Jutis For Men  (Black),4.3,Men,Flipkart,372,699,46.78%,6.0,2.0,5.0,0.0,0.0,0,1,0,1
4890,Women Black Heels Sandal,4.3,Women,Flipkart,399,999,60.06%,924.0,162.0,557.0,212.0,77.0,20,55,1,3
16305,Drogo M Walking Shoes For Men  (Blue),4.3,Men,Flipkart,1349,2699,50.02%,29118.0,4058.0,16317.0,7885.0,2661.0,800,1455,1,2
7882,Women Pink Heels Sandal,4.1,Women,Flipkart,664,999,33.53%,1052.0,182.0,567.0,248.0,122.0,45,70,1,4
10348,Sneakers For Women  (Pink),4.2,Women,Flipkart,475,999,52.45%,6586.0,998.0,3653.0,1491.0,718.0,260,465,1,1
15661,Flip Flops,4.1,Women,Flipkart,299,599,50.08%,42.0,9.0,19.0,13.0,5.0,3,1,1,3
6934,S-9 Running Shoes For Men  (Navy),4.1,Men,Flipkart,569,599,5.01%,2608.0,387.0,1386.0,606.0,295.0,109,212,1,3
6697,Women Copper Flats Sandal,4.2,Women,Flipkart,399,699,42.92%,2523.0,303.0,1297.0,720.0,290.0,84,132,1,2
14820,Shoes For Women Boots For Women  (Black),4.6,Women,Flipkart,499,999,50.05%,11.0,2.0,8.0,2.0,1.0,0,0,0,3
7426,Chukka Boots For Women  (Blue),4.3,Women,Flipkart,549,999,45.05%,40.0,6.0,25.0,8.0,3.0,1,3,1,0
5438,ZAPATOZ Women's Casual PU Leather Sneaker Shoes,3.9,Women,Amazon,749,749,0.00%,8.0,5.0,29.0,0.0,0.0,0,71,1,1
10230,Women Brown Wedges Sandal,4.3,Women,Flipkart,499,999,50.05%,95.0,11.0,60.0,18.0,10.0,4,3,0,4
8641,"Shree Rajasthani Jaipuri Partywear Ethnic Womens Girls Ladies Shoe Jutis For Women Jutis For Women  (Pink, Off White, Gold)",3.6,Women,Flipkart,299,499,40.08%,72.0,9.0,36.0,10.0,6.0,3,17,1,2
7528,Women Grey Flats Sandal,4.2,Women,Flipkart,299,599,50.08%,3414.0,471.0,1881.0,813.0,424.0,125,171,1,0
9524,"Chevit Latest Fashion Combo Pack of 2 Pairs Casual Outdoors Shoes Outdoors For Men  (Black, Blue)",3.8,Men,Flipkart,649,1498,56.68%,166.0,17.0,83.0,22.0,29.0,11,21,1,0
14945,Boots For Women  (Blue),4.4,Women,Flipkart,445,999,55.46%,2263.0,421.0,1540.0,405.0,165.0,54,99,1,3
1856,Women Maroon Wedges Sandal,4.3,Women,Flipkart,599,1399,57.18%,256.0,48.0,157.0,50.0,27.0,13,9,0,1
11856,Derby For Men  (Black),3.7,Men,Flipkart,319,999,68.07%,1718.0,286.0,790.0,296.0,260.0,144,228,0,1
5110,Corporate Loafers Slip On Slip On For Men  (Black),4.1,Men,Flipkart,791,799,1.00%,2545.0,370.0,1338.0,684.0,255.0,86,182,0,0
8591,Men Black Sandal,4.1,Men,Flipkart,426,999,57.36%,101.0,16.0,50.0,25.0,17.0,3,6,1,3
2721,Loafers For Men  (Black),3.9,Men,Flipkart,378,999,62.16%,3147.0,388.0,1652.0,547.0,386.0,190,372,1,1
3611,Women Beige Flats Sandal,4.0,Women,Flipkart,244,499,51.10%,984.0,110.0,474.0,239.0,126.0,64,81,1,0
1470,Women Tan Heels Sandal,4.0,,Flipkart,389,899,56.73%,,,920.0,,239.0,106,152,0,0
1027,Running Shoes For Men  (Black),3.9,Men,Flipkart,331,1199,72.39%,263.0,34.0,157.0,27.0,24.0,17,38,0,1
16896,Wedges For Women  (Black),4.0,Women,Flipkart,549,999,45.05%,4.0,0.0,3.0,0.0,0.0,0,1,0,3
13132,ELISE Women's Sneakers,4.1,Women,Amazon,322,397,18.89%,205.0,77.0,9.0,4.0,8.0,23,56,0,4
17884,Jutis For Women  (Blue),3.6,Women,Flipkart,219,599,63.44%,113.0,12.0,45.0,24.0,17.0,10,17,0,3
11660,X-Ray Fantastic Plastic Wns Sneakers For Women  (White),4.8,Women,Flipkart,3989,6999,43.01%,22.0,3.0,18.0,4.0,0.0,0,0,1,4
20583,Men Green Sandal,4.2,Men,Flipkart,1346,1495,9.97%,654.0,85.0,367.0,171.0,53.0,23,40,0,0
17186,Boots For Women  (Black),4.3,Women,Flipkart,599,999,40.04%,2849.0,522.0,1826.0,521.0,239.0,98,165,1,1
14567,Combo Pack of 5 Casual Sneakers With Canvas Shoes For Men  (Multicolor),4.1,Men,Flipkart,798,2495,68.02%,5339.0,776.0,2948.0,974.0,666.0,279,472,1,0
14095,by Walmart Boots For Women  (Brown),4.5,Women,Flipkart,1181,3249,63.65%,25.0,2.0,18.0,3.0,3.0,1,0,1,4
9600,"Women SL-126 Grey Pink Walking Shoes For Women  (Pink, Grey)",4.2,Women,Flipkart,790,949,16.75%,3223.0,472.0,1738.0,875.0,324.0,107,179,1,0
13921,Women Orange Sports Sandal,3.5,Women,Flipkart,948,995,4.72%,2.0,1.0,1.0,0.0,0.0,1,0,1,0
13518,NORTH Running Shoes For Men  (White),4.2,Men,Flipkart,1449,1499,3.34%,29108.0,4317.0,17353.0,6364.0,2378.0,1014,1999,1,2
20181,Red Gold Sherwani Jutti Mojaris For Men Jutis For Men  (Red),4.0,Men,Flipkart,499,799,37.55%,502.0,53.0,270.0,89.0,70.0,21,52,0,0
15513,Girls Stylish Cut Work Design Sneakers For Women  (White),4.0,Women,Flipkart,349,499,30.06%,1573.0,203.0,785.0,340.0,226.0,92,130,1,0
8490,Jutis For Women  (Yellow),4.3,Women,Flipkart,270,499,45.89%,6.0,1.0,4.0,0.0,0.0,0,1,1,1
5662,Men Black Sandal,4.1,Men,Flipkart,840,999,15.92%,24.0,1.0,15.0,1.0,5.0,1,2,1,0
1273,Slippers,4.1,Women,Flipkart,379,899,57.84%,49.0,7.0,20.0,19.0,7.0,2,1,1,3
2664,Flooristo White Casual Stylish Sneakers Shoes for Men,3.4,Men,Amazon,469,599,21.70%,434.0,211.0,22.0,6.0,15.0,20,36,0,0
4685,Slides,3.8,Men,Flipkart,999,1999,50.03%,1214.0,130.0,577.0,257.0,142.0,61,177,1,3
16315,RBK ASTRORIDE ESSENTIAL Walking Shoes For Women  (Black),3.3,Women,Flipkart,2387,5999,60.21%,4.0,0.0,1.0,1.0,1.0,0,1,1,2
833,Future-01 running shoes For Men  (Grey),4.0,Men,Flipkart,424,645,13.66%,18506.0,2769.0,6219.0,5671.0,3724.0,714,1361,1,2
10456,Bellies For Women  (Maroon),4.1,Women,Flipkart,424,999,57.56%,573.0,64.0,285.0,169.0,64.0,32,25,1,0
11519,Lace Up For Men  (Black),4.3,Men,Flipkart,1390,1399,0.64%,949.0,149.0,572.0,204.0,80.0,35,58,0,0
2409,Throb M Running Shoes For Men  (Black),4.2,Men,Flipkart,1484,2699,45.02%,5715.0,786.0,3192.0,1494.0,522.0,212,295,1,4
957,Women Black Wedges Sandal,3.3,Women,Flipkart,263,449,30.07%,139.0,18.0,41.0,12.0,30.0,14,41,0,4
5728,Women Girl's Fashion Stone Embellished Comfortable Soft Suede Slip On Bellies For Women  (Tan),3.9,Women,Flipkart,201,699,71.24%,84.0,12.0,33.0,22.0,17.0,3,7,1,1
6364,BRUCE_SLIP ON Slip On For Men  (Black),4.1,,Flipkart,1949,2999,35.01%,1134.0,,564.0,350.0,,41,70,1,2
8459,Boots For Women  (Blue),3.8,Women,Flipkart,2036,2999,32.11%,10.0,1.0,6.0,1.0,0.0,1,2,1,0
2191,Women Red Flats Sandal,4.1,Women,Flipkart,185,275,32.73%,157.0,26.0,85.0,29.0,21.0,11,11,0,3
13785,Flip Flops,4.0,Women,Flipkart,389,499,22.04%,93.0,15.0,47.0,21.0,11.0,6,8,0,4
2419,Pepsi Walking Shoes For Women  (Pink),4.2,Women,Flipkart,664,999,33.53%,869.0,156.0,508.0,174.0,87.0,37,63,1,0
7092,Hyperon M Running Shoes For Men  (Navy),4.2,Men,Flipkart,1499,2999,50.02%,12811.0,1597.0,7087.0,3278.0,1210.0,419,817,1,0
15031,"Concave Pro X IDP Running Shoes For Women  (Black, Pink)",4.4,Women,Flipkart,990,3499,71.71%,647.0,81.0,396.0,173.0,51.0,9,16,1,1
9051,Women Brown Flats Sandal,4.2,Women,Flipkart,380,999,61.96%,8345.0,1119.0,4714.0,1924.0,955.0,301,446,1,2
15364,NRGY Resurge Running Shoes For Women  (Black),4.2,Women,Flipkart,1067,3999,73.32%,721.0,106.0,400.0,187.0,60.0,32,42,1,3
18065,Wired SlipOn Running Shoes For Women  (Pink),4.5,Women,Flipkart,2998,2999,0.03%,6.0,0.0,4.0,1.0,1.0,0,0,1,1
13548,"Men Olive, Tan Casual Sandal",4.2,Men,Flipkart,610,749,18.56%,18326.0,2518.0,10038.0,4554.0,1930.0,663,1141,1,2
15774,Women Black Heels Sandal,4.3,Women,Flipkart,699,999,30.03%,377.0,62.0,221.0,96.0,35.0,9,16,1,4
15898,Women Grey Bellies Sandal,4.1,Women,Flipkart,474,799,40.68%,14.0,1.0,7.0,4.0,2.0,0,1,0,3
17949,Glarus M Running Shoes For Men  (Blue),4.2,Men,Flipkart,1374,2499,45.02%,8210.0,1077.0,4594.0,2100.0,798.0,269,449,1,0
10011,Agile t1 NM Wn s IDP Sneakers For Women  (Green),4.1,Women,Flipkart,1049,3999,73.77%,118.0,20.0,63.0,29.0,9.0,5,12,1,3
7477,Casuals For Men  (Red),4.3,Men,Flipkart,290,499,41.88%,64.0,13.0,43.0,10.0,4.0,2,5,0,1
5000,Casual juties Jutis For Men  (Black),3.5,Men,Flipkart,335,999,66.47%,43.0,4.0,17.0,9.0,2.0,8,7,0,4
12807,Mojaris For Men  (Blue),3.6,Men,Flipkart,399,999,60.06%,76.0,12.0,32.0,15.0,10.0,6,13,0,0
20928,Slides,4.4,Women,Flipkart,294,499,41.08%,324.0,36.0,197.0,78.0,26.0,12,11,0,3
14643,Women Gold Wedges Sandal,3.8,Women,Flipkart,578,999,42.14%,88.0,15.0,34.0,25.0,14.0,4,11,0,3
7644,"Stoker.18 Badminton Shoes For Women  (Black, Grey)",4.2,Women,Flipkart,1559,4999,68.81%,53.0,5.0,30.0,12.0,6.0,1,4,1,4
2761,TOP SPEED XTREME LP Running Shoes For Men  (Blue),4.3,Men,Flipkart,999,2399,58.36%,1004.0,150.0,580.0,239.0,96.0,34,55,0,3
16201,Women Red Heels Sandal,3.9,Women,Flipkart,329,999,67.07%,518.0,52.0,259.0,107.0,67.0,38,55,0,3
13165,ROYCE-2 Running Shoes For Men  (Blue),4.2,Men,Flipkart,949,1049,9.53%,49125.0,7196.0,27282.0,11920.0,4924.0,1872,3127,1,1
17603,Slip On For Men  (Black),3.9,Men,Flipkart,325,999,67.47%,894.0,154.0,450.0,165.0,129.0,56,94,0,3
11385,T STAR Women's Beautiful Classic Look Blue Denim Fashionable Sneaker Shoes,3.3,Women,Amazon,449,499,10.02%,6.0,2.0,29.0,0.0,20.0,19,32,0,3
472,Women Pink Heels Sandal,3.9,Women,Flipkart,501,1016,50.05%,397.0,55.0,195.0,123.0,46.0,31,38,1,2
6056,Synthetic Leather Casual Sneaker shoes for Women/girls Sneakers For Women  (White),4.2,Women,Flipkart,395,999,60.46%,13189.0,1634.0,7319.0,2950.0,1455.0,563,902,1,3
8996,Women Red Flats Sandal,3.9,Women,Flipkart,249,599,58.43%,6101.0,723.0,3043.0,1208.0,818.0,451,583,1,1
14520,SF Kart Cat III Sneakers For Women  (Black),4.3,Women,Flipkart,2014,5499,63.38%,274.0,42.0,167.0,63.0,21.0,8,15,1,3
651,Women Grey Flats Sandal,4.1,Women,Flipkart,323,935,69.57%,103.0,10.0,70.0,18.0,16.0,2,9,0,2
15749,"Cushioned Athletic Running Shoes For Men  (Blue, Orange)",4.0,Men,Flipkart,739,1299,43.11%,1954.0,303.0,1029.0,397.0,234.0,114,180,1,1
4655,Women Black Flats Sandal,4.1,Women,Flipkart,439,499,12.02%,360.0,55.0,197.0,71.0,39.0,21,32,0,1
14466,Astroride Soul 2.0 Running Shoes For Women  (Grey),4.5,Women,Flipkart,1985,4999,60.29%,23.0,1.0,14.0,7.0,1.0,1,0,1,2
8974,Slipper for Women's Flip Flops Slides Home Open Toe Non Slip Green Slippers,3.7,Women,Flipkart,299,599,50.08%,98.0,18.0,42.0,20.0,7.0,12,14,0,1
13621,Combo Pack of 3 Latest Collection Stylish casual sports running shoes Running Shoes For Men  (Multicolor),3.6,Men,Flipkart,699,1497,53.31%,747.0,100.0,330.0,110.0,101.0,71,135,1,4
11066,"Latest Ankle Combat Boots | Anti-Slip, Lace-up, Fashion Casual Booties| Raniy, Winter- Snow Boots For Women  (Tan)",3.9,Women,Flipkart,898,1399,35.81%,273.0,38.0,121.0,68.0,41.0,18,25,0,1
13928,PRINTHER3.0LACE Running Shoes For Women  (Black),4.0,Women,Flipkart,2891,6999,58.69%,29.0,4.0,14.0,8.0,3.0,0,4,1,2
1056,Bellies For Women  (Pink),3.6,Women,Flipkart,399,499,20.04%,70.0,8.0,33.0,6.0,11.0,11,9,0,4
17924,Sparx Men SM-413 Casual Shoes,3.9,Men,Amazon,578,900,35.78%,117.0,50.0,10.0,6.0,6.0,35,43,0,2
7319,Loafers For Men  (Brown),3.8,Men,Flipkart,1800,3999,54.99%,26.0,4.0,10.0,9.0,3.0,1,3,1,2
4773,Women Black Wedges Sandal,4.2,Women,Flipkart,251,279,10.04%,3047.0,480.0,1745.0,679.0,348.0,114,161,1,1
107,Combo pack of 2 shoes for men Casuals For Men  (Multicolor),3.9,Men,Flipkart,603,1155,30.06%,653.0,91.0,218.0,236.0,96.0,34,122,1,1
20708,"RAMEN Basketball Shoe For Men  (Black, White)",4.3,Men,Flipkart,1599,3299,51.53%,11931.0,1638.0,7226.0,2895.0,884.0,304,622,1,1
7605,Slides,3.9,Women,Flipkart,299,499,40.08%,3955.0,542.0,1966.0,782.0,539.0,276,392,1,4
